Sl. No.	Chen	Gierahn	Grun	Islam	Klein	Savas	Soumillon2	Tung	Soumillon1	Zigenhein	Soumillon3
161	ENSG00000214338	MYEOV	Osm	4933431E20Rik	Gp1ba	ENSG00000066279	MOGAT3	ENSG00000256188	NTNG1	ENSMUSG00000081929	XYLB
162	ENSG00000224101	OTUD7A	Tmem45a	Kcnab1	Bdkrb2	ENSG00000027644	CIRBP	ENSG00000185610	WTAPP1	ENSMUSG00000033389	HP
163	ENSG00000188175	PPL	Dio3	Ankib1	Mc3r	ENSG00000076258	CALHM1	ENSG00000257127	SNX33	ENSMUSG00000053291	ZGPAT
164	ENSG00000242798	REC8	Syne2	Ripk3	Olfr348	ENSG00000174371	CAGE1	ENSG00000256950	CDK6	ENSMUSG00000093798	ABCB7
165	ENSG00000242593	RGAG4	Col8a1	Rpl10l	Zscan25	ENSG00000144395	UGCG	ENSG00000139515	PTPRC	ENSMUSG00000055763	DOPEY1
166	ENSG00000086717	RN7SKP114	Dkk2	Sphk1	Hbb-bs	ENSG00000185621	CYP7B1	ENSG00000230778	YOD1	ENSMUSG00000084917	STAG1
167	ENSG00000196338	RN7SKP80	Plac8	Cog7	Akap3	ENSG00000248964	ABCD1	ENSG00000170236	ZNF268	ENSMUSG00000088219	OR2A9P
168	ENSG00000042832	RP1-102H19.8	Crim1	Ints7	Gm17727	ENSG00000110446	CST1	ENSG00000137869	KIAA1468	ENSMUSG00000030245	RCAN3
169	ENSG00000236924	RP1-130H16.16	Hbegf	Mfap2	Gm7157	ENSG00000167992	DKKL1	ENSG00000159556	SLC12A9	ENSMUSG00000085134	APCDD1L-AS1
170	ENSG00000122735	RP11-148O21.6	Arhgdib	Lrp3	Olfr570	ENSG00000162139	DSCR8	ENSG00000140379	ZNF419	ENSMUSG00000078143	CCDC7
171	ENSG00000223784	RP11-173B14.5	Col5a1	Camta2	Olfr1231	ENSG00000181274	DTHD1	ENSG00000233232	ULBP1	ENSMUSG00000051648	CEP170
172	ENSG00000256115	RP11-20I20.4	Arl14epl	Ppp2r5b	Tmem126b	ENSG00000129038	EBI3	ENSG00000161929	PIH1D2	ENSMUSG00000059060	TSHZ3
173	ENSG00000135423	RP11-244O19.1	Gm3558	E2f6	Emc9	ENSG00000076382	FGF14-AS2	ENSG00000189051	SGOL2	ENSMUSG00000030397	SMEK2
174	ENSG00000256085	RP11-265N6.1	Chrna9	Top1mt	Gm20759	ENSG00000267452	FMO6P	ENSG00000267318	AQP7P3	ENSMUSG00000084383	ACHE
175	ENSG00000260350	RP11-265N6.2	Pla2g12a	Clec2d	Prss29	ENSG00000166845	FOLH1	ENSG00000187773	LINC00550	ENSMUSG00000068263	ASPSCR1
176	ENSG00000260880	RP11-347C18.3	Calca	Hspa4l	Plcz1	ENSG00000141934	GC	ENSG00000130561	RASAL1	ENSMUSG00000089512	CKMT1A
177	ENSG00000273998	RP11-34N19.1	Ctnnd2	Fam98c	1700006H21Rik	ENSG00000198346	KLRK1	ENSG00000124103	MIR503HG	ENSMUSG00000038482	EPS8L1
178	ENSG00000197540	RP11-401P9.4	Slc39a14	Ppp2r1b	Olfr807	ENSG00000214491	LINC00473	ENSG00000205856	LOC81691	ENSMUSG00000060429	NKD2
179	ENSG00000269352	RP11-417J8.6	Pqlc1	Serpinb1a	Cpa1	ENSG00000075618	LINC00955	ENSG00000163817	OAS1	ENSMUSG00000023912	TMEM176B
180	ENSG00000217442	RP11-506H20.1	C130074G19Rik	Ano1	Tpsab1	ENSG00000138180	MESP1	ENSG00000196616	ANKRD65	ENSMUSG00000038418	1-Mar
181	ENSG00000183421	RP11-526A4.1	Gm3500	B4galt7	Dgkeos	ENSG00000231789	OR7C2	ENSG00000124693	HMGA2	ENSMUSG00000059555	NR3C2
182	ENSG00000146938	RP11-553A10.1	9030617O03Rik	Clip3	Ppapdc3	ENSG00000137812	PGR	ENSG00000112706	SBNO2	ENSMUSG00000022003	RNF138
183	ENSG00000270685	RP11-56B16.4	Ifi27l1	Slc35e4	Aif1	ENSG00000145386	PLEKHA7	ENSG00000269155	MAP3K8	ENSMUSG00000041773	EMB
184	ENSG00000091482	RP11-586K2.1	Gm3696	Clip4	Gm10267	ENSG00000152253	PPP2R5B	ENSG00000127399	ADH1C	ENSMUSG00000092368	LGALS12
185	ENSG00000272506	RP11-649G15.2	Ap3b2	Rtn2	Pcdhgc4	ENSG00000225489	PSG10P	ENSG00000166796	CFD	ENSMUSG00000024665	CKAP2
186	ENSG00000226822	RP11-715J22.4	Itpripl2	Nr2c1	Arrdc5	ENSG00000131747	PTH1R	ENSG00000118004	AKAP1	ENSMUSG00000072720	ECM1
187	ENSG00000143412	RP11-830F9.7	Crlf1	Stom	Cryba1	ENSG00000263513	SLC39A2	ENSG00000152804	LIMCH1	ENSMUSG00000082429	ZFP91-CNTF
188	ENSG00000127074	RP11-888D10.3	Slc1a3	Bmper	Ces4a	ENSG00000243819	TPTE2P3	ENSG00000189430	DLEU1	ENSMUSG00000098397	BEND3
189	ENSG00000225964	RP13-20L14.1	Elf4	2-Mar	H2-Oa	ENSG00000231327	TRDN	ENSG00000177025	PALB2	ENSMUSG00000074215	PDZD8
190	ENSG00000225166	RP3-406A7.7	Mmp2	Zxda	Gm839	ENSG00000163121	TUBA3D	ENSG00000155749	RAD21-AS1	ENSMUSG00000083633	RDH5
191	ENSG00000226017	RP4-736L20.3	Evc2	Ereg	Cdc20b	ENSG00000169679	RASGRP1	ENSG00000164303	C17orf80	ENSMUSG00000082239	C10orf137
192	ENSG00000137473	RP6-201G10.2	Gm2897	Srpx	Olfr52	ENSG00000114841	PRICKLE1	ENSG00000213199	VN1R10P	ENSMUSG00000066315	C2orf88
193	ENSG00000250120	RRM1-AS1	Myl4	AW146020	Olfr902	ENSG00000272844	BPESC1	ENSG00000144642	PLA2G2A	ENSMUSG00000048371	KCNS2
194	ENSG00000231769	SCG5	Pou3f1	Tmem50b	1700060C20Rik	ENSG00000231770	SWT1	ENSG00000009709	APOC1	ENSMUSG00000087968	RBP4
195	ENSG00000268257	SHROOM2	Vcan	3110062M04Rik	Gm5901	ENSG00000173597	GFOD1	ENSG00000155897	FAM66C	ENSMUSG00000090008	AK5
196	ENSG00000127951	SMCO2	Prnp	Fut8	Prss53	ENSG00000124882	PDZD2	ENSG00000120054	HOXB4	ENSMUSG00000081266	MYH15
197	ENSG00000253661	SNORD70	Dazl	Ngly1	1600014C23Rik	ENSG00000134986	RHPN1-AS1	ENSG00000178235	LINC00366	ENSMUSG00000038738	RAD51AP1
198	ENSG00000136872	SOX30	Fam49a	Osmr	Lyz2	ENSG00000123643	RPS6KL1	ENSG00000180777	STARD8	ENSMUSG00000083326	SIM2
199	ENSG00000023445	TNFRSF14	Bmp4	Extl2	Olfr430	ENSG00000168994	SLC11A1	ENSG00000196460	SYT14	ENSMUSG00000081625	LRRC17
200	ENSG00000258092	U73166.2	2510009E07Rik	2610002M06Rik	Ubl4b	ENSG00000281404	LOC100506013	ENSG00000152086	TRHDE	ENSMUSG00000097380	HIVEP1
201	ENSG00000259446	UNC5A	Khdc1a	Lrrc49	Gm17769	ENSG00000196584	ESYT3	ENSG00000119125	C1orf141	ENSMUSG00000079502	TSPYL5
202	ENSG00000259532	VCAN-AS1	Gpr126	Epdr1	Gm590	ENSG00000232104	LINC00242	ENSG00000204118	PDE3B	ENSMUSG00000024030	GPR126
203	ENSG00000125414	ZNF208	Arl4c	Spred1	Klk9	ENSG00000136943	LOC100506025	ENSG00000250120	MICAL2	ENSMUSG00000048562	DACT1
204	ENSG00000094796	RP11-253E3.3	Miip	Nagpa	Dlx6as2	ENSG00000149591	MEGF11	ENSG00000013293	LCA5	ENSMUSG00000037239	INS-IGF2
205	ENSG00000186832	C2orf42	Lgals3	Wipf1	Gm4763	ENSG00000166153	PCDHGA2	ENSG00000130222	ADCYAP1R1	ENSMUSG00000055652	SLC25A10
206	ENSG00000260369	GPR3	Junb	Rtkn	Tas2r144	ENSG00000110987	PCDHGA3	ENSG00000100298	RNF122	ENSMUSG00000062526	TF
207	ENSG00000267606	HOXD3	Golim4	Setbp1	Naip7	ENSG00000156381	WNT2	ENSG00000158816	WBP11P1	ENSMUSG00000087141	TFAP2C
208	ENSG00000100311	IL23A	4930447C04Rik	Nelf	4930583K01Rik	ENSG00000259488	CBR3	ENSG00000187010	C1orf159	ENSMUSG00000095868	AVL9
209	ENSG00000255079	MTMR11	Cyr61	Zfp111	I830077J02Rik	ENSG00000184619	CTNND1	ENSG00000203772	LOC100289495	ENSMUSG00000020785	C9orf72
210	ENSG00000189090	RP11-367J11.3	Tmem88	Abca7	Coro6	ENSG00000275532	EFCAB14-AS1	ENSG00000166664	LOC285762	ENSMUSG00000026203	LOC100505795
211	ENSG00000230323	RP3-523K23.2	Ccdc3	Samd14	Lgals2	ENSG00000108786	IGDCC4	ENSG00000264424	LMBR1	ENSMUSG00000027559	TMX4
212	ENSG00000248479	SYT6	Ddx4	Dvl1	4932702P03Rik	ENSG00000176225	LOC100507334	ENSG00000264278	PINX1	ENSMUSG00000092358	RBBP8
213	ENSG00000183621	TCEA3	Pde9a	Apc2	Olfr111	ENSG00000278607	LOC646903	ENSG00000156219	FAM195A	ENSMUSG00000082180	RRM1
214	ENSG00000236289	LPL	Raet1a	Micall2	Vmn1r43	ENSG00000205611	SCARF2	ENSG00000170091	RARRES2	ENSMUSG00000049687	ALDH1L1
215	ENSG00000227083	DHRS2	Fbxo2	BC017643	Olfr734	ENSG00000086544	INSL3	ENSG00000111863	GBP2	ENSMUSG00000045694	DNAH14
216	ENSG00000132357	ADAMTS6	Slc7a7	Tmod2	Cyp2w1	ENSG00000114948	UPK1B	ENSG00000133574	BRPF3	ENSMUSG00000023953	ARHGAP22
217	ENSG00000162438	AKR7A3	Aox3	Snai1	Ccl7	ENSG00000159648	POSTN	ENSG00000147408	TNFAIP8	ENSMUSG00000085663	LOC646329
218	ENSG00000223390	FIBIN	Dkk3	r_MLT1F-int	Eddm3b	ENSG00000121152	LACC1	ENSG00000168081	ADCK1	ENSMUSG00000034189	PRDM10
219	ENSG00000007933	FRAT1	Arhgdig	Nat14	Mir6355	ENSG00000277443	DIO2-AS1	ENSG00000132554	KIF23	ENSMUSG00000081911	PRTG
220	ENSG00000223911	GS1-72M22.1	Emp1	Chic2	Foxb2	ENSG00000171848	ADAP2	ENSG00000124772	ZNF282	ENSMUSG00000084006	SLC4A4
221	ENSG00000114349	RP3-508I15.21	Raet1c	Pou6f1	Cyp4f39	ENSG00000184060	NPHP3-AS1	ENSG00000147889	FCGR2B	ENSMUSG00000025352	THSD4
222	ENSG00000172238	S1PR1	Raet1d	Fam83h	Lce3f	ENSG00000115602	CYP4F30P	ENSG00000164265	GPR26	ENSMUSG00000031808	MIR503HG
223	ENSG00000272049	AC005498.3	Krt42	Usp27x	Olfr1490	ENSG00000066336	TRPM1	ENSG00000189375	LINC00282	ENSMUSG00000098967	NIN
224	ENSG00000253807	AC068499.10	2410076I21Rik	Smarca2	Wfdc17	ENSG00000170312	CCSER1	ENSG00000125148	LRRC37B	ENSMUSG00000082876	CKMT1B
225	ENSG00000250244	ADAM32	Dmgdh	Suv420h1	Olfr1085	ENSG00000024526	IL5RA	ENSG00000220008	MAP1LC3A	ENSMUSG00000038065	LUCAT1
226	ENSG00000276368	ANXA2R	F830016B08Rik	Fzd6	6430573F11Rik	ENSG00000145685	LINC00366	ENSG00000160013	MRGBP	ENSMUSG00000054945	GPD1
227	ENSG00000206344	AP000304.12	Axl	Uck1	Gm765	ENSG00000146410	MCOLN3	ENSG00000258405	TAOK2	ENSMUSG00000027939	GZF1
228	ENSG00000232876	AXDND1	Lin28a	Tnfrsf11b	Scarna6	ENSG00000205755	PPP1R14D	ENSG00000168594	DPT	ENSMUSG00000070808	ZFYVE9
229	ENSG00000009765	BCL2L2-PABPN1	Morn4	5730494M16Rik	4930525M21Rik	ENSG00000156509	SNX30	ENSG00000143032	LOC143666	ENSMUSG00000058444	HPR
230	ENSG00000226445	CD274	Spink3	Upp1	Cfd	ENSG00000166507	LINC00958	ENSG00000162641	PLCXD3	ENSMUSG00000077611	TLE4
231	ENSG00000228554	CTD-2382E5.1	Gm5796	Tmem37	Olfr366	ENSG00000128833	C14orf64	ENSG00000255963	SAA2	ENSMUSG00000077285	HMCN1
232	ENSG00000240790	CTD-2537I9.12	Zscan5b	Rhobtb2	Olfr93	ENSG00000115594	CELF3	ENSG00000197915	AFAP1-AS1	ENSMUSG00000046411	PC
233	ENSG00000189401	CTD-2547L16.1	Fam83h	Rhod	Wfdc10	ENSG00000163808	LINC00534	ENSG00000170498	TSPAN16	ENSMUSG00000072774	DTL
234	ENSG00000233858	DNALI1	Dapk1	Pcp4l1	C87977	ENSG00000123485	LUCAT1	ENSG00000095585	GINM1	ENSMUSG00000045232	MDM1
235	ENSG00000206579	FAM13A-AS1	Plxdc2	Fbxo30	Gm996	ENSG00000085999	RNF122	ENSG00000188124	LOC641367	ENSMUSG00000071141	PLXNC1
236	ENSG00000253433	FAM156B	Ramp3	Atxn1	Olfr868	ENSG00000143226	CSNK1G2-AS1	ENSG00000226761	THRSP	ENSMUSG00000056215	RNLS
237	ENSG00000234506	FAM167A	Pdlim2	A930038C07Rik	Otp	ENSG00000183763	DENND5B-AS1	ENSG00000139151	CTPS2	ENSMUSG00000084307	SLC39A10
238	ENSG00000232063	FAM27E3	Sox3	Ssfa2	Serpinc1	ENSG00000113966	CABLES2	ENSG00000135111	USF1	ENSMUSG00000063751	THSD1
239	ENSG00000254910	FBXO15	Rnase4	Irs1	Epha6	ENSG00000176597	EML6	ENSG00000184730	ARHGAP18	ENSMUSG00000084291	TMEM62
240	ENSG00000150782	GNRH1	Myrf	Ears2	Gm6878	ENSG00000233058	GPRASP2	ENSG00000102878	DACT3-AS1	ENSMUSG00000075122	AQP7P1
241	ENSG00000255245	GS1-124K5.3	Phldb1	Prr24	1700012A03Rik	ENSG00000181826	KCTD16	ENSG00000108244	ECM1	ENSMUSG00000089827	UCP2
242	ENSG00000235180	ITGB8	F2r	Col27a1	Fam24a	ENSG00000131724	LOC100130992	ENSG00000188039	LOC100288974	ENSMUSG00000011096	GALNT5
243	ENSG00000148826	KB-1043D8.6	B3galnt1	Rab32	Il1rapl1	ENSG00000183837	LSM11	ENSG00000196350	NR1D2	ENSMUSG00000020709	KIF23
244	ENSG00000180861	KCNIP2	Ndrg2	Slc36a4	Lyz1	ENSG00000160325	MAP2K4P1	ENSG00000213973	SLC11A1	ENSMUSG00000069125	SEMA3D
245	ENSG00000257410	KLHL7-AS1	Sox4	Ficd	4930544M13Rik	ENSG00000149503	SMCR7	ENSG00000171804	SLC26A4-AS1	ENSMUSG00000049235	SAA2-SAA4
246	ENSG00000133115	KLLN	Tgfbi	Fbxo46	Vmn1r198	ENSG00000120594	C17orf62	ENSG00000167383	TAPT1	ENSMUSG00000086189	BHLHE40
247	ENSG00000153495	LGI1	Cgn	Met	9330175M20Rik	ENSG00000135451	LIX1	ENSG00000204653	TPRXL	ENSMUSG00000053395	ZBTB41
248	ENSG00000258537	LINC01006	Rhox2a	Rfxap	Aym1	ENSG00000129474	DHRS2	ENSG00000183066	SEMG2	ENSMUSG00000086965	A2M
249	ENSG00000261720	LRRC46	Lpar4	Zbtb20	Olfr1318	ENSG00000171916	FLJ40194	ENSG00000174358	GPN2	ENSMUSG00000032298	ARHGAP39
250	ENSG00000261216	MIR22HG	Trf	Ifit2	Olfr178	ENSG00000279217	LOC101054525	ENSG00000124657	POLD3	ENSMUSG00000064343	UBAC2-AS1
251	ENSG00000140795	MIR3143	Myo5a	Rabl5	C8b	ENSG00000198901	TF	ENSG00000232629	FAP	ENSMUSG00000047898	ASB14
252	ENSG00000259847	MSC	S100a1	Ptpdc1	Odf3b	ENSG00000100362	DNAH9	ENSG00000180113	ACCS	ENSMUSG00000080485	DGKI
253	ENSG00000261376	MT-TR	Utf1	Spsb1	4933439K11Rik	ENSG00000112742	EOMES	ENSG00000170950	GPD1L	ENSMUSG00000039116	DIS3L2
254	ENSG00000184560	NDUFA4L2	Tor3a	Mum1l1	BC048562	ENSG00000170458	FGR	ENSG00000112238	LOC100505716	ENSMUSG00000030643	EXD2
255	ENSG00000261514	P2RX5-TAX1BP3	Them4	Lmf2	Zfp616	ENSG00000051341	GOLGA2P3Y	ENSG00000258227	TPD52L1	ENSMUSG00000077167	GLIS3
256	ENSG00000273982	PIPOX	Foxq1	Fam174a	Hsfy2	ENSG00000116701	HAR1B	ENSG00000102128	PDGFA	ENSMUSG00000082541	PCDHGA8
257	ENSG00000267724	PRDM11	Itga9	r_ORSL-2b	1700120E14Rik	ENSG00000276368	KLHL31	ENSG00000160886	PRPF19	ENSMUSG00000001520	RSPH3
258	ENSG00000187902	PRPH2	LOC100861615	Pld1	Vmn2r101	ENSG00000236104	KRTAP5-AS1	ENSG00000139209	SLFN12	ENSMUSG00000054206	SLC44A3
259	ENSG00000223695	RAG1	Raet1b	Gpr89	Gm16336	ENSG00000146670	LINC00856	ENSG00000197046	LOC100996669	ENSMUSG00000097498	ZNF623
260	ENSG00000229425	RP1-1J6.2	Inf2	Lin28a	Tnfrsf8	ENSG00000138160	LOC339788	ENSG00000206075	NKX3-1	ENSMUSG00000084224	RGPD1
261	ENSG00000150873	RP1-93H18.7	Aldh1l1	Atg7	Vmn1r191	ENSG00000143228	NRN1L	ENSG00000144031	SLC2A14	ENSMUSG00000020513	ANXA2R
262	ENSG00000281205	RP11-1079K10.4	Gli1	Letmd1	Atp4b	ENSG00000056736	PRAMEF3	ENSG00000130988	CYP4A11	ENSMUSG00000020899	C16orf74
263	ENSG00000227463	RP11-108P20.1	Ehhadh	Myo7a	Higd1b	ENSG00000163449	PSAPL1	ENSG00000081277	FGD1	ENSMUSG00000085687	CYCSP52
264	ENSG00000166148	RP11-165A20.3	Gsc	Ctdspl	Adamtsl2	ENSG00000241106	PSG2	ENSG00000182759	LRCH4	ENSMUSG00000022615	ESYT3
265	ENSG00000225106	RP11-225H22.7	Vegfc	Prkce	Ms4a3	ENSG00000251192	SLC6A13	ENSG00000180543	NXNL1	ENSMUSG00000056579	GCSAML-AS1
266	ENSG00000171401	RP11-266K22.2	Mfap5	Atl3	Olfr323	ENSG00000134028	ZC3H3	ENSG00000161298	MYH7B	ENSMUSG00000042408	GLIS3-AS1
267	ENSG00000153820	RP11-337A23.3	Nkx6-3	Ets1	1700022H16Rik	ENSG00000178695	SLC34A2	ENSG00000004948	C3orf43	ENSMUSG00000087561	GMDS
268	ENSG00000124103	RP11-354M20.3	Atp2b4	D430050G20	Vmn1r219	ENSG00000267383	LOC100506207	ENSG00000198825	FAM183CP	ENSMUSG00000078035	GPAT2
269	ENSG00000225511	RP11-384O8.1	Saa3	Prkd2	Opn3	ENSG00000262406	HMCN1	ENSG00000143217	SLC46A3	ENSMUSG00000026643	HIST1H2AH
270	ENSG00000164626	RP11-387M24.5	Serpinb1a	Nudt16	Dux	ENSG00000166927	ACPP	ENSG00000111732	TFCP2L1	ENSMUSG00000097507	HMSD
271	ENSG00000006747	RP11-44F21.5	Gnmt	Il1rl1	Olfr1357	ENSG00000051180	LOC285762	ENSG00000113327	ARGFXP2	ENSMUSG00000083621	HPDL
272	ENSG00000254262	RP11-463O9.9	Maff	Mobkl1a	LOC102634401	ENSG00000171320	CEP78	ENSG00000109906	LINC00648	ENSMUSG00000002320	INHA
273	ENSG00000078053	RP11-467D6.1	Rnf128	Syne1	Olfr1301	ENSG00000211804	ARL10	ENSG00000242866	ENPP2	ENSMUSG00000024978	IQGAP2
274	ENSG00000168621	RP11-479G22.8	Tmem9b	Ifi27l1	Cd163l1	ENSG00000275198	CTAGE8	ENSG00000203392	MTFP1	ENSMUSG00000070923	LINC00242
275	ENSG00000130590	RP11-499F3.2	Fjx1	r_MER102a	Ces1c	ENSG00000154839	FAIM2	ENSG00000196622	PPARG	ENSMUSG00000093858	LOC100129046
276	ENSG00000144460	RP11-511I2.2	Rpph1	Myom1	Resp18	ENSG00000187045	BLACE	ENSG00000146005	NR2F1	ENSMUSG00000085669	LOC100132781
277	ENSG00000238063	RP11-588K22.2	Cited2	Uaca	Nrros	ENSG00000136826	C18orf61	ENSG00000095627	COG3	ENSMUSG00000018217	LOC100506025
278	ENSG00000157856	RP11-661A12.7	Cadm4	8430427H17Rik	Olfr223	ENSG00000237649	IL12B	ENSG00000267260	GDAP1L1	ENSMUSG00000052192	LOC100506124
279	ENSG00000115590	RP11-755B10.2	Oas1g	Vax2	Morn3	ENSG00000104147	EID3	ENSG00000138792	MAP3K6	ENSMUSG00000030407	LOC100506321
280	ENSG00000228251	RP11-829H16.3	D630045M09Rik	Repin1	Pcdhb14	ENSG00000160298	C10orf126	ENSG00000182217	GATS	ENSMUSG00000097777	LRGUK
281	ENSG00000126550	RP4-537K23.4	Oas1a	Nenf	2300003K06Rik	ENSG00000153071	KIF13B	ENSG00000132518	YIPF1	ENSMUSG00000024327	MED25
282	ENSG00000004846	S100P	Sult4a1	Rrp36	Wap	ENSG00000141655	SLX4IP	ENSG00000150873	DCAF17	ENSMUSG00000078032	MEGF11
283	ENSG00000273055	SNORA49	Fbln1	Wdr11	Asphd1	ENSG00000169607	SSX2IP	ENSG00000168743	TIMP4	ENSMUSG00000080834	MICALCL
284	ENSG00000257735	SNORA71D	Ctdspl	Mgat4b	Olfr429	ENSG00000227533	PCDHB11	ENSG00000130529	ACSF3	ENSMUSG00000024423	MPP4
285	ENSG00000180660	TNFAIP2	Gsto1	Lrp6	Rln3	ENSG00000168679	TMTC2	ENSG00000169884	FAM50B	ENSMUSG00000008435	NACAD
286	ENSG00000165794	WDR11-AS1	Zscan4e	Abhd12	A830009L08Rik	ENSG00000163009	MMP16	ENSG00000119699	MRPL16	gERCC-00073	NOXRED1
287	ENSG00000166035	WNT9A	Ak3	Gyg	4732416N19Rik	ENSG00000168334	AGMO	ENSG00000057149	TCEAL5	ENSMUSG00000026276	NUTM2B
288	ENSG00000211685	ZNF728	H2-DMb1	Slc15a4	9230102O04Rik	ENSG00000087128	LRRC37A11P	ENSG00000269067	TMEM101	ENSMUSG00000022048	OIP5
289	ENSG00000187323	RP5-1065J22.8	Fam25c	Taok3	Lce1c	ENSG00000146070	FAM138D	ENSG00000136244	PLAC9	ENSMUSG00000050199	OR7E91P
290	ENSG00000105989	ARHGAP27	Raet1e	Igsf11	Vmn1r-ps103	ENSG00000173530	GATA3	ENSG00000120937	CIDEC	ENSMUSG00000047658	PCDHGA3
291	ENSG00000205212	CCNI2	Fhod3	Tusc1	Myh1	ENSG00000232063	LOC100130673	ENSG00000197106	NR1H3	ENSMUSG00000069014	PGBD3
292	ENSG00000259712	GRIN2D	Necab2	Rnf150	Pcdhgb2	ENSG00000161328	LOC100133315	ENSG00000198734	DBN1	ENSMUSG00000097779	PITPNM2
293	ENSG00000179930	HIST1H2AE	Pla2g7	Gstk1	D130017N08Rik	ENSG00000166352	LRRC18	ENSG00000162873	TET1	ENSMUSG00000031325	SCN3A
294	ENSG00000070190	NHLH2	Gfpt2	1700021K19Rik	Itln1	ENSG00000149548	NXNL1	ENSG00000205592	ACTR5	ENSMUSG00000034416	SLC38A5
295	ENSG00000225313	RNU5B-1	Igsf23	Pde7b	Vmn1r211	ENSG00000135423	SF3A2	ENSG00000139352	LOC401557	ENSMUSG00000023963	TCL1B
296	ENSG00000082497	RP11-120I21.2	Hoxc4	Ammecr1	Gsdmc	ENSG00000211793	TCF24	ENSG00000188779	TRIM34	ENSMUSG00000051639	TMPPE
297	ENSG00000273133	RP11-390F4.3	Pdzrn3	Hoxa3	Olfr1061	ENSG00000262429	BMPR1B	ENSG00000159713	LINC00113	ENSMUSG00000062226	TPRN
298	ENSG00000154556	RP4-548D19.3	Prickle2	Kcnj15	Olfr1489	ENSG00000161243	N4BP2L2-IT2	ENSG00000108405	MIR181A1HG	ENSMUSG00000097410	TXNDC2
299	ENSG00000236078	SPSB1	Rhox2h	Agap3	Cfhr2	ENSG00000185339	ADAMTS16	ENSG00000115353	TMEM14E	ENSMUSG00000057036	WNT2
300	ENSG00000224746	ACSS3	Lin28b	9130023H24Rik	Cntnap5c	ENSG00000118785	ARHGAP19-SLIT1	ENSG00000142185	MAGEB3	ENSMUSG00000022228	KIAA1468
301	ENSG00000119508	C9orf169	Mid1	Tgfbr3	Crygf	ENSG00000237517	CENPA	ENSG00000050730	NEURL4	ENSMUSG00000029138	PIK3CA
302	ENSG00000188747	CTD-3093M3.1	Dppa2	Lbh	Pla2g2e	ENSG00000128944	FLRT1	ENSG00000151623	PLIN4	ENSMUSG00000085201	SAA1
303	ENSG00000255090	FAM19A2	Dcbld1	Adamtsl4	Olfr317	ENSG00000093009	HOXA1	ENSG00000255408	C3orf38	ENSMUSG00000087523	DET1
304	ENSG00000241317	FAM83H-AS1	Cela2a	Lix1l	Gm13288	ENSG00000138346	LOC647859	ENSG00000105996	ADAM3A	ENSMUSG00000020962	NUP35
305	ENSG00000227268	HESX1	Hist1h2bc	Vsig10	Fez1	ENSG00000167900	MAP7D2	ENSG00000169085	ZFP3	ENSMUSG00000083380	UBA6
306	ENSG00000258096	HMGN3-AS1	Igsf9	Ehd2	Fbxw21	ENSG00000148773	OR2A14	ENSG00000132297	C1orf50	ENSMUSG00000046223	MLXIPL
307	ENSG00000139910	ITPKA	Exoc3l	Prr7	Gm14692	ENSG00000125730	RBM44	ENSG00000176769	ADRA2C	ENSMUSG00000083219	ACADS
308	ENSG00000188522	LCA5L	Emb	Ccdc122	Tas2r114	ENSG00000100526	SARDH	ENSG00000159708	HLA-F	ENSMUSG00000064307	TSPAN15
309	ENSG00000266598	PDHA2	Fzd7	Crct1	Als2cr12	ENSG00000129538	SPAG17	ENSG00000125726	RANBP6	ENSMUSG00000096996	ABHD17C
310	ENSG00000187997	RASGRP1	Zic3	Zfp40	E130218I03Rik	ENSG00000166803	SPTBN2	ENSG00000115155	NUDT18	ENSMUSG00000026113	DHRS9
311	ENSG00000277692	RP11-1006G14.4	Cdo1	D1Bwg0212e	Fgf2	ENSG00000211899	STK32B	ENSG00000105538	SLC39A3	ENSMUSG00000026641	CAP2
312	ENSG00000023839	RP11-379B18.5	Obox6	Gatsl2	Gimap5	ENSG00000088325	TOX	ENSG00000205363	RPP40	ENSMUSG00000040374	NBN
313	ENSG00000248771	RP11-666A1.5	Tlx2	Esrrb	Olfr1264	ENSG00000175279	VSTM2L	ENSG00000167637	SFRP2	ENSMUSG00000074075	HRASLS5
314	ENSG00000157873	RP11-888D10.4	Gm13889	Wdr67	Pbp2	ENSG00000005189	ZNF572	ENSG00000186510	LINC00857	ENSMUSG00000096440	LRRC15
315	ENSG00000231953	RPS4Y2	Pxdn	Tmtc2	Tescl	ENSG00000125319	SCN2A	ENSG00000162367	LOC100129213	ENSMUSG00000093484	MAP3K5
316	ENSG00000225446	SHB	Rtn1	Ccnt1	Oas2	ENSG00000161888	CCDC40	ENSG00000187715	CFH	ENSMUSG00000058013	MTMR9LP
317	ENSG00000232519	SNED1	Rtn2	Slc35a2	Ppp3r2	ENSG00000256061	CEP170P1	ENSG00000196109	MASTL	ENSMUSG00000029480	PHF19
318	ENSG00000203697	STC1	Gpat2	4933407H18Rik	Slc34a1	ENSG00000161921	CTAGE4	ENSG00000162374	CDC42EP4	ENSMUSG00000070345	PLK1
319	ENSG00000234601	TMEM173	Ina	Rcor1	Zpbp2	ENSG00000029993	EXOC6	ENSG00000249158	WFS1	ENSMUSG00000033147	RAD54L2
320	ENSG00000260331	ZNF536	Acss1	Mcc	Gpr132	ENSG00000228857	FAM71F1	ENSG00000182379	FBXL4	ENSMUSG00000096976	SMC2
